cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,tvpol,polintr,trstprl,stfdem,gndr,agea
CH,ESS1-7e01,1.0,08.12.2016,41843,ESS7e02_1,7,2.1,2776,1,0.865708673695011,0.452177154,0,1,7,9,1,28
CH,ESS1-7e01,1.0,08.12.2016,41844,ESS7e02_1,7,2.1,2777,1,0.816790681150659,0.452177154,66,3,4,6,2,37
CH,ESS1-7e01,1.0,08.12.2016,41845,ESS7e02_1,7,2.1,2778,1,0.752250986330281,0.452177154,2,2,8,7,1,57
CH,ESS1-7e01,1.0,08.12.2016,41846,ESS7e02_1,7,2.1,2781,1,0.841867830214778,0.452177154,1,2,6,6,1,41
CH,ESS1-7e01,1.0,08.12.2016,41847,ESS7e02_1,7,2.1,2782,1,0.862369351311959,0.452177154,1,3,10,8,2,61
CH,ESS1-7e01,1.0,08.12.2016,41848,ESS7e02_1,7,2.1,2784,1,0.841867830214778,0.452177154,66,2,7,7,1,48
CH,ESS1-7e01,1.0,08.12.2016,41849,ESS7e02_1,7,2.1,2786,1,0.85700035408899,0.452177154,1,2,7,7,2,34
CH,ESS1-7e01,1.0,08.12.2016,41850,ESS7e02_1,7,2.1,2787,1,0.816790681150659,0.452177154,1,2,7,7,2,49
CH,ESS1-7e01,1.0,08.12.2016,41851,ESS7e02_1,7,2.1,2788,1,0.752250986330281,0.452177154,1,2,7,6,1,61
CH,ESS1-7e01,1.0,08.12.2016,41852,ESS7e02_1,7,2.1,2789,1,0.752250986330281,0.452177154,2,2,88,7,1,80
CH,ESS1-7e01,1.0,08.12.2016,41853,ESS7e02_1,7,2.1,2791,1,0.752250986330281,0.452177154,1,3,0,5,1,80
CH,ESS1-7e01,1.0,08.12.2016,41854,ESS7e02_1,7,2.1,2793,1,0.816790681150659,0.452177154,2,3,7,7,2,54
CH,ESS1-7e01,1.0,08.12.2016,41855,ESS7e02_1,7,2.1,2794,1,0.865708673695011,0.452177154,0,2,6,7,1,32
CH,ESS1-7e01,1.0,08.12.2016,41856,ESS7e02_1,7,2.1,2795,1,0.85700035408899,0.452177154,0,4,7,9,2,20
CH,ESS1-7e01,1.0,08.12.2016,41857,ESS7e02_1,7,2.1,2796,1,0.752250986330281,0.452177154,2,3,5,8,1,73
CH,ESS1-7e01,1.0,08.12.2016,41858,ESS7e02_1,7,2.1,2797,1,0.752250986330281,0.452177154,2,2,5,7,1,60
CH,ESS1-7e01,1.0,08.12.2016,41859,ESS7e02_1,7,2.1,2798,1,0.865708673695011,0.452177154,0,3,7,6,1,16
CH,ESS1-7e01,1.0,08.12.2016,41860,ESS7e02_1,7,2.1,2799,1,0.752250986330281,0.452177154,2,2,1,8,1,75
CH,ESS1-7e01,1.0,08.12.2016,41861,ESS7e02_1,7,2.1,2800,1,0.752250986330281,0.452177154,1,3,5,5,1,58
CH,ESS1-7e01,1.0,08.12.2016,41862,ESS7e02_1,7,2.1,2802,1,0.865708673695011,0.452177154,1,2,7,6,1,20
CH,ESS1-7e01,1.0,08.12.2016,41863,ESS7e02_1,7,2.1,2803,1,0.85700035408899,0.452177154,1,4,88,10,2,34
CH,ESS1-7e01,1.0,08.12.2016,41864,ESS7e02_1,7,2.1,2805,1,0.862369351311959,0.452177154,1,2,5,7,2,76
CH,ESS1-7e01,1.0,08.12.2016,41865,ESS7e02_1,7,2.1,2806,1,0.85700035408899,0.452177154,1,2,7,7,2,17
CH,ESS1-7e01,1.0,08.12.2016,41866,ESS7e02_1,7,2.1,2807,1,0.816790681150659,0.452177154,1,3,6,6,2,47
CH,ESS1-7e01,1.0,08.12.2016,41867,ESS7e02_1,7,2.1,2808,1,0.752250986330281,0.452177154,1,1,6,5,1,77
CH,ESS1-7e01,1.0,08.12.2016,41868,ESS7e02_1,7,2.1,2809,1,0.841867830214778,0.452177154,1,2,2,8,1,53
CH,ESS1-7e01,1.0,08.12.2016,41869,ESS7e02_1,7,2.1,2810,1,0.752250986330281,0.452177154,1,4,5,5,1,69
CH,ESS1-7e01,1.0,08.12.2016,41870,ESS7e02_1,7,2.1,2811,1,0.752250986330281,0.452177154,1,3,5,7,1,82
CH,ESS1-7e01,1.0,08.12.2016,41871,ESS7e02_1,7,2.1,2812,1,0.752250986330281,0.452177154,1,2,8,8,1,68
CH,ESS1-7e01,1.0,08.12.2016,41872,ESS7e02_1,7,2.1,2813,1,0.85700035408899,0.452177154,0,3,8,10,2,22
CH,ESS1-7e01,1.0,08.12.2016,41873,ESS7e02_1,7,2.1,2814,1,0.865708673695011,0.452177154,3,2,5,9,1,21
CH,ESS1-7e01,1.0,08.12.2016,41874,ESS7e02_1,7,2.1,2815,1,0.85700035408899,0.452177154,0,3,0,0,2,34
CH,ESS1-7e01,1.0,08.12.2016,41875,ESS7e02_1,7,2.1,2816,1,0.85700035408899,0.452177154,1,2,0,0,2,31
CH,ESS1-7e01,1.0,08.12.2016,41876,ESS7e02_1,7,2.1,2817,1,0.865708673695011,0.452177154,1,2,8,9,1,33
CH,ESS1-7e01,1.0,08.12.2016,41877,ESS7e02_1,7,2.1,2818,1,0.816790681150659,0.452177154,2,3,8,9,2,42
CH,ESS1-7e01,1.0,08.12.2016,41878,ESS7e02_1,7,2.1,2821,1,0.841867830214778,0.452177154,1,2,8,7,1,43
CH,ESS1-7e01,1.0,08.12.2016,41879,ESS7e02_1,7,2.1,2824,1,0.85700035408899,0.452177154,1,2,88,10,2,33
CH,ESS1-7e01,1.0,08.12.2016,41880,ESS7e02_1,7,2.1,2826,1,0.865708673695011,0.452177154,1,2,7,7,1,17
CH,ESS1-7e01,1.0,08.12.2016,41881,ESS7e02_1,7,2.1,2828,1,0.816790681150659,0.452177154,0,2,10,5,2,40
CH,ESS1-7e01,1.0,08.12.2016,41882,ESS7e02_1,7,2.1,2829,1,0.85700035408899,0.452177154,1,3,6,8,2,18
CH,ESS1-7e01,1.0,08.12.2016,41883,ESS7e02_1,7,2.1,2833,1,0.862369351311959,0.452177154,3,2,5,4,2,86
CH,ESS1-7e01,1.0,08.12.2016,41884,ESS7e02_1,7,2.1,2835,1,0.816790681150659,0.452177154,2,2,4,8,2,48
CH,ESS1-7e01,1.0,08.12.2016,41885,ESS7e02_1,7,2.1,2838,1,0.865708673695011,0.452177154,2,2,7,8,1,19
CH,ESS1-7e01,1.0,08.12.2016,41886,ESS7e02_1,7,2.1,2839,1,0.841867830214778,0.452177154,2,3,5,8,1,42
CH,ESS1-7e01,1.0,08.12.2016,41887,ESS7e02_1,7,2.1,2840,1,0.862369351311959,0.452177154,3,2,1,5,2,71
CH,ESS1-7e01,1.0,08.12.2016,41888,ESS7e02_1,7,2.1,2842,1,0.862369351311959,0.452177154,66,3,4,9,2,61
CH,ESS1-7e01,1.0,08.12.2016,41889,ESS7e02_1,7,2.1,2843,1,0.862369351311959,0.452177154,2,3,4,8,2,55
CH,ESS1-7e01,1.0,08.12.2016,41890,ESS7e02_1,7,2.1,2845,1,0.85700035408899,0.452177154,2,3,4,8,2,24
CH,ESS1-7e01,1.0,08.12.2016,41891,ESS7e02_1,7,2.1,2847,1,0.752250986330281,0.452177154,3,3,4,7,1,68
CH,ESS1-7e01,1.0,08.12.2016,41892,ESS7e02_1,7,2.1,2848,1,0.865708673695011,0.452177154,3,3,6,9,1,16
CH,ESS1-7e01,1.0,08.12.2016,41893,ESS7e02_1,7,2.1,2850,1,0.862369351311959,0.452177154,3,3,2,8,2,73
CH,ESS1-7e01,1.0,08.12.2016,41894,ESS7e02_1,7,2.1,2851,1,0.862369351311959,0.452177154,4,2,5,4,2,59
CH,ESS1-7e01,1.0,08.12.2016,41895,ESS7e02_1,7,2.1,2853,1,0.816790681150659,0.452177154,3,4,2,3,2,51
CH,ESS1-7e01,1.0,08.12.2016,41896,ESS7e02_1,7,2.1,2855,1,0.865708673695011,0.452177154,1,2,6,8,1,33
CH,ESS1-7e01,1.0,08.12.2016,41897,ESS7e02_1,7,2.1,2856,1,0.85700035408899,0.452177154,1,3,5,8,2,16
CH,ESS1-7e01,1.0,08.12.2016,41898,ESS7e02_1,7,2.1,2857,1,0.85700035408899,0.452177154,0,3,8,7,2,18
CH,ESS1-7e01,1.0,08.12.2016,41899,ESS7e02_1,7,2.1,2858,1,0.862369351311959,0.452177154,2,3,5,5,2,72
CH,ESS1-7e01,1.0,08.12.2016,41900,ESS7e02_1,7,2.1,2861,1,0.862369351311959,0.452177154,1,2,5,7,2,62
CH,ESS1-7e01,1.0,08.12.2016,41901,ESS7e02_1,7,2.1,2862,1,0.862369351311959,0.452177154,1,2,5,8,2,69
CH,ESS1-7e01,1.0,08.12.2016,41902,ESS7e02_1,7,2.1,2863,1,0.752250986330281,0.452177154,66,1,7,10,1,57
CH,ESS1-7e01,1.0,08.12.2016,41903,ESS7e02_1,7,2.1,2864,1,0.85700035408899,0.452177154,4,4,5,6,2,24
CH,ESS1-7e01,1.0,08.12.2016,41904,ESS7e02_1,7,2.1,2865,1,0.816790681150659,0.452177154,66,3,8,7,2,43
CH,ESS1-7e01,1.0,08.12.2016,41905,ESS7e02_1,7,2.1,2869,1,0.841867830214778,0.452177154,1,3,5,7,1,54
CH,ESS1-7e01,1.0,08.12.2016,41906,ESS7e02_1,7,2.1,2872,1,0.841867830214778,0.452177154,1,3,7,7,1,46
CH,ESS1-7e01,1.0,08.12.2016,41907,ESS7e02_1,7,2.1,2876,1,0.752250986330281,0.452177154,1,1,6,8,1,59
CH,ESS1-7e01,1.0,08.12.2016,41908,ESS7e02_1,7,2.1,2878,1,0.865708673695011,0.452177154,1,2,6,8,1,23
CH,ESS1-7e01,1.0,08.12.2016,41909,ESS7e02_1,7,2.1,2879,1,0.862369351311959,0.452177154,2,1,5,9,2,67
CH,ESS1-7e01,1.0,08.12.2016,41910,ESS7e02_1,7,2.1,2880,1,0.865708673695011,0.452177154,0,2,8,8,1,16
CH,ESS1-7e01,1.0,08.12.2016,41911,ESS7e02_1,7,2.1,2882,1,0.841867830214778,0.452177154,1,2,6,7,1,50
CH,ESS1-7e01,1.0,08.12.2016,41912,ESS7e02_1,7,2.1,2883,1,0.865708673695011,0.452177154,2,3,5,5,1,23
CH,ESS1-7e01,1.0,08.12.2016,41913,ESS7e02_1,7,2.1,2884,1,0.841867830214778,0.452177154,2,3,8,7,1,52
CH,ESS1-7e01,1.0,08.12.2016,41914,ESS7e02_1,7,2.1,2885,1,0.85700035408899,0.452177154,0,3,4,4,2,25
CH,ESS1-7e01,1.0,08.12.2016,41915,ESS7e02_1,7,2.1,2888,1,0.85700035408899,0.452177154,0,4,8,8,2,17
CH,ESS1-7e01,1.0,08.12.2016,41916,ESS7e02_1,7,2.1,2890,1,0.841867830214778,0.452177154,1,4,6,7,1,38
CH,ESS1-7e01,1.0,08.12.2016,41917,ESS7e02_1,7,2.1,2891,1,0.865708673695011,0.452177154,1,2,9,10,1,22
CH,ESS1-7e01,1.0,08.12.2016,41918,ESS7e02_1,7,2.1,2893,1,0.862369351311959,0.452177154,1,4,88,5,2,61
CH,ESS1-7e01,1.0,08.12.2016,41919,ESS7e02_1,7,2.1,2894,1,0.862369351311959,0.452177154,1,2,6,7,2,56
CH,ESS1-7e01,1.0,08.12.2016,41920,ESS7e02_1,7,2.1,2895,1,0.85700035408899,0.452177154,3,2,7,7,2,31
CH,ESS1-7e01,1.0,08.12.2016,41921,ESS7e02_1,7,2.1,2897,1,0.85700035408899,0.452177154,1,2,8,6,2,17
CH,ESS1-7e01,1.0,08.12.2016,41922,ESS7e02_1,7,2.1,2898,1,0.816790681150659,0.452177154,1,1,7,8,2,42
CH,ESS1-7e01,1.0,08.12.2016,41923,ESS7e02_1,7,2.1,2899,1,0.85700035408899,0.452177154,66,2,7,7,2,19
CH,ESS1-7e01,1.0,08.12.2016,41924,ESS7e02_1,7,2.1,2900,1,0.85700035408899,0.452177154,0,2,8,6,2,20
CH,ESS1-7e01,1.0,08.12.2016,41925,ESS7e02_1,7,2.1,2903,1,0.865708673695011,0.452177154,3,2,8,8,1,17
CH,ESS1-7e01,1.0,08.12.2016,41926,ESS7e02_1,7,2.1,2904,1,0.862369351311959,0.452177154,3,2,6,7,2,56
CH,ESS1-7e01,1.0,08.12.2016,41927,ESS7e02_1,7,2.1,2905,1,0.865708673695011,0.452177154,3,2,2,4,1,19
CH,ESS1-7e01,1.0,08.12.2016,41928,ESS7e02_1,7,2.1,2909,1,0.752250986330281,0.452177154,2,3,4,5,1,58
CH,ESS1-7e01,1.0,08.12.2016,41929,ESS7e02_1,7,2.1,2910,1,0.841867830214778,0.452177154,3,2,8,6,1,44
CH,ESS1-7e01,1.0,08.12.2016,41930,ESS7e02_1,7,2.1,2911,1,0.862369351311959,0.452177154,4,3,4,7,2,67
CH,ESS1-7e01,1.0,08.12.2016,41931,ESS7e02_1,7,2.1,2912,1,0.865708673695011,0.452177154,3,3,6,9,1,21
CH,ESS1-7e01,1.0,08.12.2016,41932,ESS7e02_1,7,2.1,2913,1,0.862369351311959,0.452177154,3,2,7,8,2,56
CH,ESS1-7e01,1.0,08.12.2016,41933,ESS7e02_1,7,2.1,2914,1,0.865708673695011,0.452177154,1,3,7,10,1,18
CH,ESS1-7e01,1.0,08.12.2016,41934,ESS7e02_1,7,2.1,2915,1,0.862369351311959,0.452177154,1,3,5,8,2,59
CH,ESS1-7e01,1.0,08.12.2016,41935,ESS7e02_1,7,2.1,2916,1,0.752250986330281,0.452177154,1,2,8,10,1,82
CH,ESS1-7e01,1.0,08.12.2016,41936,ESS7e02_1,7,2.1,2919,1,0.816790681150659,0.452177154,3,1,6,7,2,54
CH,ESS1-7e01,1.0,08.12.2016,41937,ESS7e02_1,7,2.1,2920,1,0.85700035408899,0.452177154,1,3,7,8,2,16
CH,ESS1-7e01,1.0,08.12.2016,41938,ESS7e02_1,7,2.1,2923,1,0.816790681150659,0.452177154,3,3,6,7,2,43
CH,ESS1-7e01,1.0,08.12.2016,41939,ESS7e02_1,7,2.1,2926,1,0.862369351311959,0.452177154,3,2,1,3,2,65
CH,ESS1-7e01,1.0,08.12.2016,41940,ESS7e02_1,7,2.1,2929,1,0.841867830214778,0.452177154,1,3,5,8,1,54
CH,ESS1-7e01,1.0,08.12.2016,41941,ESS7e02_1,7,2.1,2930,1,0.816790681150659,0.452177154,1,2,7,9,2,45
CH,ESS1-7e01,1.0,08.12.2016,41942,ESS7e02_1,7,2.1,2931,1,0.85700035408899,0.452177154,1,3,8,8,2,26
CH,ESS1-7e01,1.0,08.12.2016,41943,ESS7e02_1,7,2.1,2932,1,0.85700035408899,0.452177154,0,2,6,9,2,23
CH,ESS1-7e01,1.0,08.12.2016,41944,ESS7e02_1,7,2.1,2933,1,0.865708673695011,0.452177154,1,1,8,8,1,22
CH,ESS1-7e01,1.0,08.12.2016,41945,ESS7e02_1,7,2.1,2934,1,0.862369351311959,0.452177154,1,4,5,8,2,57
CH,ESS1-7e01,1.0,08.12.2016,41946,ESS7e02_1,7,2.1,2936,1,0.752250986330281,0.452177154,2,1,7,5,1,81
CH,ESS1-7e01,1.0,08.12.2016,41947,ESS7e02_1,7,2.1,2937,1,0.816790681150659,0.452177154,0,2,4,8,2,38
CH,ESS1-7e01,1.0,08.12.2016,41948,ESS7e02_1,7,2.1,2939,1,0.865708673695011,0.452177154,66,2,7,10,1,25
CH,ESS1-7e01,1.0,08.12.2016,41949,ESS7e02_1,7,2.1,2940,1,0.816790681150659,0.452177154,2,3,7,7,2,52
