cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,tvpol,polintr,trstprl,stfdem,gndr,agea
CH,ESS1-7e01,1.0,08.12.2016,41650,ESS7e02_1,7,2.1,2400,1,1.0781133286674,0.452177154,1,3,8,10,2,45
CH,ESS1-7e01,1.0,08.12.2016,41651,ESS7e02_1,7,2.1,2403,1,1.11121361895588,0.452177154,2,2,5,5,1,54
CH,ESS1-7e01,1.0,08.12.2016,41652,ESS7e02_1,7,2.1,2405,1,1.14268206211503,0.452177154,1,3,5,7,1,25
CH,ESS1-7e01,1.0,08.12.2016,41653,ESS7e02_1,7,2.1,2408,1,1.11121361895588,0.452177154,6,2,5,8,1,40
CH,ESS1-7e01,1.0,08.12.2016,41654,ESS7e02_1,7,2.1,2410,1,1.13118761726617,0.452177154,0,3,4,6,2,30
CH,ESS1-7e01,1.0,08.12.2016,41655,ESS7e02_1,7,2.1,2413,1,1.14268206211503,0.452177154,0,4,6,7,1,25
CH,ESS1-7e01,1.0,08.12.2016,41656,ESS7e02_1,7,2.1,2414,1,0.99292491158611,0.452177154,1,2,9,9,1,60
CH,ESS1-7e01,1.0,08.12.2016,41657,ESS7e02_1,7,2.1,2415,1,0.99292491158611,0.452177154,3,1,7,6,1,63
CH,ESS1-7e01,1.0,08.12.2016,41658,ESS7e02_1,7,2.1,2419,1,1.11121361895588,0.452177154,66,2,6,6,1,39
CH,ESS1-7e01,1.0,08.12.2016,41659,ESS7e02_1,7,2.1,2421,1,1.1382743625012,0.452177154,2,3,6,6,2,85
CH,ESS1-7e01,1.0,08.12.2016,41660,ESS7e02_1,7,2.1,2425,1,0.99292491158611,0.452177154,1,1,3,6,1,63
CH,ESS1-7e01,1.0,08.12.2016,41661,ESS7e02_1,7,2.1,2427,1,1.1382743625012,0.452177154,2,1,7,8,2,91
CH,ESS1-7e01,1.0,08.12.2016,41662,ESS7e02_1,7,2.1,2429,1,1.0781133286674,0.452177154,2,2,3,5,2,36
CH,ESS1-7e01,1.0,08.12.2016,41663,ESS7e02_1,7,2.1,2430,1,1.14268206211503,0.452177154,0,3,5,8,1,18
CH,ESS1-7e01,1.0,08.12.2016,41664,ESS7e02_1,7,2.1,2431,1,1.1382743625012,0.452177154,1,1,9,9,2,64
CH,ESS1-7e01,1.0,08.12.2016,41665,ESS7e02_1,7,2.1,2433,1,1.1382743625012,0.452177154,1,2,7,10,2,59
CH,ESS1-7e01,1.0,08.12.2016,41666,ESS7e02_1,7,2.1,2434,1,1.14268206211503,0.452177154,1,3,5,5,1,27
CH,ESS1-7e01,1.0,08.12.2016,41667,ESS7e02_1,7,2.1,2435,1,1.14268206211503,0.452177154,0,3,7,9,1,16
CH,ESS1-7e01,1.0,08.12.2016,41668,ESS7e02_1,7,2.1,2438,1,0.841867830214778,0.452177154,2,1,6,7,1,51
CH,ESS1-7e01,1.0,08.12.2016,41669,ESS7e02_1,7,2.1,2439,1,0.752250986330281,0.452177154,2,2,8,9,1,73
CH,ESS1-7e01,1.0,08.12.2016,41670,ESS7e02_1,7,2.1,2440,1,0.865708673695011,0.452177154,1,2,6,9,1,20
CH,ESS1-7e01,1.0,08.12.2016,41671,ESS7e02_1,7,2.1,2441,1,0.862369351311959,0.452177154,2,3,0,1,2,62
CH,ESS1-7e01,1.0,08.12.2016,41672,ESS7e02_1,7,2.1,2443,1,0.841867830214778,0.452177154,1,2,6,8,1,41
CH,ESS1-7e01,1.0,08.12.2016,41673,ESS7e02_1,7,2.1,2445,1,0.841867830214778,0.452177154,1,3,7,8,1,51
CH,ESS1-7e01,1.0,08.12.2016,41674,ESS7e02_1,7,2.1,2448,1,1.14268206211503,0.452177154,2,2,6,9,1,20
CH,ESS1-7e01,1.0,08.12.2016,41675,ESS7e02_1,7,2.1,2451,1,0.99292491158611,0.452177154,4,1,0,5,1,79
CH,ESS1-7e01,1.0,08.12.2016,41676,ESS7e02_1,7,2.1,2452,1,0.865708673695011,0.452177154,2,3,4,3,1,27
CH,ESS1-7e01,1.0,08.12.2016,41677,ESS7e02_1,7,2.1,2453,1,0.816790681150659,0.452177154,2,3,6,6,2,44
CH,ESS1-7e01,1.0,08.12.2016,41678,ESS7e02_1,7,2.1,2454,1,0.862369351311959,0.452177154,3,2,5,7,2,67
CH,ESS1-7e01,1.0,08.12.2016,41679,ESS7e02_1,7,2.1,2455,1,0.85700035408899,0.452177154,1,3,6,10,2,20
CH,ESS1-7e01,1.0,08.12.2016,41680,ESS7e02_1,7,2.1,2456,1,0.752250986330281,0.452177154,1,2,5,9,1,55
CH,ESS1-7e01,1.0,08.12.2016,41681,ESS7e02_1,7,2.1,2457,1,0.816790681150659,0.452177154,66,4,7,6,2,35
CH,ESS1-7e01,1.0,08.12.2016,41682,ESS7e02_1,7,2.1,2459,1,0.85700035408899,0.452177154,1,3,6,7,2,33
CH,ESS1-7e01,1.0,08.12.2016,41683,ESS7e02_1,7,2.1,2461,1,0.816790681150659,0.452177154,66,3,5,7,2,47
CH,ESS1-7e01,1.0,08.12.2016,41684,ESS7e02_1,7,2.1,2462,1,0.865708673695011,0.452177154,3,3,6,9,1,27
CH,ESS1-7e01,1.0,08.12.2016,41685,ESS7e02_1,7,2.1,2463,1,0.816790681150659,0.452177154,1,2,5,9,2,48
CH,ESS1-7e01,1.0,08.12.2016,41686,ESS7e02_1,7,2.1,2464,1,0.752250986330281,0.452177154,4,3,8,7,1,69
CH,ESS1-7e01,1.0,08.12.2016,41687,ESS7e02_1,7,2.1,2465,1,0.865708673695011,0.452177154,1,4,88,7,1,18
CH,ESS1-7e01,1.0,08.12.2016,41688,ESS7e02_1,7,2.1,2466,1,0.862369351311959,0.452177154,1,2,8,9,2,64
CH,ESS1-7e01,1.0,08.12.2016,41689,ESS7e02_1,7,2.1,2468,1,0.865708673695011,0.452177154,1,2,6,8,1,29
CH,ESS1-7e01,1.0,08.12.2016,41690,ESS7e02_1,7,2.1,2469,1,0.752250986330281,0.452177154,2,2,5,8,1,86
CH,ESS1-7e01,1.0,08.12.2016,41691,ESS7e02_1,7,2.1,2473,1,0.752250986330281,0.452177154,2,3,6,8,1,71
CH,ESS1-7e01,1.0,08.12.2016,41692,ESS7e02_1,7,2.1,2474,1,0.752250986330281,0.452177154,3,2,6,7,1,72
CH,ESS1-7e01,1.0,08.12.2016,41693,ESS7e02_1,7,2.1,2476,1,0.816790681150659,0.452177154,2,2,5,8,2,48
CH,ESS1-7e01,1.0,08.12.2016,41694,ESS7e02_1,7,2.1,2477,1,0.816790681150659,0.452177154,3,1,6,8,2,50
CH,ESS1-7e01,1.0,08.12.2016,41695,ESS7e02_1,7,2.1,2481,1,0.862369351311959,0.452177154,3,3,5,8,2,59
CH,ESS1-7e01,1.0,08.12.2016,41696,ESS7e02_1,7,2.1,2482,1,0.865708673695011,0.452177154,1,2,7,8,1,23
CH,ESS1-7e01,1.0,08.12.2016,41697,ESS7e02_1,7,2.1,2483,1,0.865708673695011,0.452177154,0,4,8,8,1,21
CH,ESS1-7e01,1.0,08.12.2016,41698,ESS7e02_1,7,2.1,2485,1,0.841867830214778,0.452177154,1,1,5,7,1,47
CH,ESS1-7e01,1.0,08.12.2016,41699,ESS7e02_1,7,2.1,2486,1,0.752250986330281,0.452177154,66,2,6,7,1,56
CH,ESS1-7e01,1.0,08.12.2016,41700,ESS7e02_1,7,2.1,2487,1,0.752250986330281,0.452177154,1,3,9,9,1,69
CH,ESS1-7e01,1.0,08.12.2016,41701,ESS7e02_1,7,2.1,2488,1,0.752250986330281,0.452177154,2,3,5,8,1,63
CH,ESS1-7e01,1.0,08.12.2016,41702,ESS7e02_1,7,2.1,2489,1,0.816790681150659,0.452177154,1,2,7,4,2,39
CH,ESS1-7e01,1.0,08.12.2016,41703,ESS7e02_1,7,2.1,2491,1,0.99292491158611,0.452177154,2,2,5,7,1,66
CH,ESS1-7e01,1.0,08.12.2016,41704,ESS7e02_1,7,2.1,2493,1,1.11121361895588,0.452177154,1,2,8,10,1,47
CH,ESS1-7e01,1.0,08.12.2016,41705,ESS7e02_1,7,2.1,2494,1,0.99292491158611,0.452177154,2,2,4,6,1,65
CH,ESS1-7e01,1.0,08.12.2016,41706,ESS7e02_1,7,2.1,2497,1,1.13118761726617,0.452177154,1,3,6,88,2,16
CH,ESS1-7e01,1.0,08.12.2016,41707,ESS7e02_1,7,2.1,2498,1,0.99292491158611,0.452177154,2,1,9,8,1,70
CH,ESS1-7e01,1.0,08.12.2016,41708,ESS7e02_1,7,2.1,2500,1,1.1382743625012,0.452177154,3,4,8,4,2,66
CH,ESS1-7e01,1.0,08.12.2016,41709,ESS7e02_1,7,2.1,2501,1,1.11121361895588,0.452177154,1,4,3,3,1,51
CH,ESS1-7e01,1.0,08.12.2016,41710,ESS7e02_1,7,2.1,2502,1,1.11121361895588,0.452177154,3,2,6,6,1,38
CH,ESS1-7e01,1.0,08.12.2016,41711,ESS7e02_1,7,2.1,2507,1,1.1382743625012,0.452177154,2,1,8,10,2,69
CH,ESS1-7e01,1.0,08.12.2016,41712,ESS7e02_1,7,2.1,2514,1,1.0781133286674,0.452177154,1,2,8,8,2,50
CH,ESS1-7e01,1.0,08.12.2016,41713,ESS7e02_1,7,2.1,2515,1,1.14268206211503,0.452177154,0,2,6,7,1,29
CH,ESS1-7e01,1.0,08.12.2016,41714,ESS7e02_1,7,2.1,2517,1,0.99292491158611,0.452177154,3,1,7,9,1,67
CH,ESS1-7e01,1.0,08.12.2016,41715,ESS7e02_1,7,2.1,2526,1,0.99292491158611,0.452177154,4,1,8,10,1,68
CH,ESS1-7e01,1.0,08.12.2016,41716,ESS7e02_1,7,2.1,2528,1,1.11121361895588,0.452177154,1,2,7,8,1,40
CH,ESS1-7e01,1.0,08.12.2016,41717,ESS7e02_1,7,2.1,2535,1,0.99292491158611,0.452177154,1,2,5,4,1,66
CH,ESS1-7e01,1.0,08.12.2016,41718,ESS7e02_1,7,2.1,2539,1,1.11121361895588,0.452177154,2,3,10,10,1,39
CH,ESS1-7e01,1.0,08.12.2016,41719,ESS7e02_1,7,2.1,2540,1,1.1382743625012,0.452177154,5,2,7,7,2,68
CH,ESS1-7e01,1.0,08.12.2016,41720,ESS7e02_1,7,2.1,2542,1,0.99292491158611,0.452177154,2,2,6,6,1,66
CH,ESS1-7e01,1.0,08.12.2016,41721,ESS7e02_1,7,2.1,2543,1,1.14268206211503,0.452177154,66,3,7,8,1,23
CH,ESS1-7e01,1.0,08.12.2016,41722,ESS7e02_1,7,2.1,2544,1,1.14268206211503,0.452177154,1,3,6,5,1,20
CH,ESS1-7e01,1.0,08.12.2016,41723,ESS7e02_1,7,2.1,2545,1,1.1382743625012,0.452177154,66,2,5,7,2,71
CH,ESS1-7e01,1.0,08.12.2016,41724,ESS7e02_1,7,2.1,2548,1,1.14268206211503,0.452177154,0,2,8,8,1,19
CH,ESS1-7e01,1.0,08.12.2016,41725,ESS7e02_1,7,2.1,2550,1,1.1382743625012,0.452177154,0,3,5,7,2,55
CH,ESS1-7e01,1.0,08.12.2016,41726,ESS7e02_1,7,2.1,2554,1,1.1382743625012,0.452177154,66,3,7,6,2,67
CH,ESS1-7e01,1.0,08.12.2016,41727,ESS7e02_1,7,2.1,2555,1,1.0781133286674,0.452177154,1,2,7,7,2,52
CH,ESS1-7e01,1.0,08.12.2016,41728,ESS7e02_1,7,2.1,2557,1,1.0781133286674,0.452177154,2,2,8,9,2,35
CH,ESS1-7e01,1.0,08.12.2016,41729,ESS7e02_1,7,2.1,2558,1,1.1382743625012,0.452177154,3,2,4,5,2,60
CH,ESS1-7e01,1.0,08.12.2016,41730,ESS7e02_1,7,2.1,2560,1,0.85700035408899,0.452177154,66,3,7,10,2,25
CH,ESS1-7e01,1.0,08.12.2016,41731,ESS7e02_1,7,2.1,2561,1,0.862369351311959,0.452177154,1,4,6,0,2,66
CH,ESS1-7e01,1.0,08.12.2016,41732,ESS7e02_1,7,2.1,2562,1,0.816790681150659,0.452177154,1,1,6,9,2,54
CH,ESS1-7e01,1.0,08.12.2016,41733,ESS7e02_1,7,2.1,2563,1,0.841867830214778,0.452177154,1,1,6,9,1,53
CH,ESS1-7e01,1.0,08.12.2016,41734,ESS7e02_1,7,2.1,2566,1,0.85700035408899,0.452177154,1,3,8,9,2,32
CH,ESS1-7e01,1.0,08.12.2016,41735,ESS7e02_1,7,2.1,2567,1,0.841867830214778,0.452177154,1,1,8,8,1,51
CH,ESS1-7e01,1.0,08.12.2016,41736,ESS7e02_1,7,2.1,2568,1,0.865708673695011,0.452177154,1,2,10,10,1,23
CH,ESS1-7e01,1.0,08.12.2016,41737,ESS7e02_1,7,2.1,2569,1,0.816790681150659,0.452177154,2,4,6,8,2,36
CH,ESS1-7e01,1.0,08.12.2016,41738,ESS7e02_1,7,2.1,2571,1,0.752250986330281,0.452177154,1,2,7,9,1,64
CH,ESS1-7e01,1.0,08.12.2016,41739,ESS7e02_1,7,2.1,2572,1,0.865708673695011,0.452177154,1,2,7,7,1,21
CH,ESS1-7e01,1.0,08.12.2016,41740,ESS7e02_1,7,2.1,2573,1,0.85700035408899,0.452177154,1,3,7,7,2,31
CH,ESS1-7e01,1.0,08.12.2016,41741,ESS7e02_1,7,2.1,2574,1,0.862369351311959,0.452177154,1,4,4,88,2,69
CH,ESS1-7e01,1.0,08.12.2016,41742,ESS7e02_1,7,2.1,2577,1,1.11121361895588,0.452177154,66,2,6,7,1,52
CH,ESS1-7e01,1.0,08.12.2016,41743,ESS7e02_1,7,2.1,2578,1,0.99292491158611,0.452177154,0,2,5,9,1,90
CH,ESS1-7e01,1.0,08.12.2016,41744,ESS7e02_1,7,2.1,2581,1,1.11121361895588,0.452177154,1,2,6,7,1,54
CH,ESS1-7e01,1.0,08.12.2016,41745,ESS7e02_1,7,2.1,2582,1,1.13118761726617,0.452177154,66,2,7,8,2,22
CH,ESS1-7e01,1.0,08.12.2016,41746,ESS7e02_1,7,2.1,2584,1,1.1382743625012,0.452177154,2,1,8,9,2,61
CH,ESS1-7e01,1.0,08.12.2016,41747,ESS7e02_1,7,2.1,2588,1,1.14268206211503,0.452177154,2,1,3,5,1,25
CH,ESS1-7e01,1.0,08.12.2016,41748,ESS7e02_1,7,2.1,2589,1,1.1382743625012,0.452177154,2,2,8,7,2,83
CH,ESS1-7e01,1.0,08.12.2016,41749,ESS7e02_1,7,2.1,2590,1,1.0781133286674,0.452177154,2,2,9,10,2,51
CH,ESS1-7e01,1.0,08.12.2016,41750,ESS7e02_1,7,2.1,2591,1,1.0781133286674,0.452177154,2,2,88,7,2,44
CH,ESS1-7e01,1.0,08.12.2016,41751,ESS7e02_1,7,2.1,2598,1,0.99292491158611,0.452177154,1,1,8,10,1,79
CH,ESS1-7e01,1.0,08.12.2016,41752,ESS7e02_1,7,2.1,2600,1,0.752250986330281,0.452177154,3,1,8,9,1,78
CH,ESS1-7e01,1.0,08.12.2016,41753,ESS7e02_1,7,2.1,2601,1,0.816790681150659,0.452177154,1,3,6,7,2,36
CH,ESS1-7e01,1.0,08.12.2016,41754,ESS7e02_1,7,2.1,2602,1,0.865708673695011,0.452177154,1,3,8,8,1,24
CH,ESS1-7e01,1.0,08.12.2016,41755,ESS7e02_1,7,2.1,2605,1,0.816790681150659,0.452177154,2,2,10,10,2,47
CH,ESS1-7e01,1.0,08.12.2016,41756,ESS7e02_1,7,2.1,2609,1,0.816790681150659,0.452177154,2,2,8,9,2,50
CH,ESS1-7e01,1.0,08.12.2016,41757,ESS7e02_1,7,2.1,2610,1,0.841867830214778,0.452177154,0,2,5,8,1,50
CH,ESS1-7e01,1.0,08.12.2016,41758,ESS7e02_1,7,2.1,2611,1,0.752250986330281,0.452177154,2,2,5,7,1,62
CH,ESS1-7e01,1.0,08.12.2016,41759,ESS7e02_1,7,2.1,2614,1,0.752250986330281,0.452177154,3,1,8,5,1,85
CH,ESS1-7e01,1.0,08.12.2016,41760,ESS7e02_1,7,2.1,2616,1,0.865708673695011,0.452177154,1,3,7,8,1,30
CH,ESS1-7e01,1.0,08.12.2016,41761,ESS7e02_1,7,2.1,2620,1,0.99292491158611,0.452177154,66,2,6,8,1,80
CH,ESS1-7e01,1.0,08.12.2016,41762,ESS7e02_1,7,2.1,2621,1,0.99292491158611,0.452177154,66,2,3,4,1,60
CH,ESS1-7e01,1.0,08.12.2016,41763,ESS7e02_1,7,2.1,2625,1,1.1382743625012,0.452177154,2,2,8,8,2,91
CH,ESS1-7e01,1.0,08.12.2016,41764,ESS7e02_1,7,2.1,2626,1,1.1382743625012,0.452177154,2,3,9,9,2,78
CH,ESS1-7e01,1.0,08.12.2016,41765,ESS7e02_1,7,2.1,2627,1,1.02665006945377,0.452177154,4,2,3,8,2,62
CH,ESS1-7e01,1.0,08.12.2016,41766,ESS7e02_1,7,2.1,2630,1,1.00224302388065,0.452177154,2,1,7,8,1,35
CH,ESS1-7e01,1.0,08.12.2016,41767,ESS7e02_1,7,2.1,2631,1,1.02665006945377,0.452177154,3,3,6,9,2,62
CH,ESS1-7e01,1.0,08.12.2016,41768,ESS7e02_1,7,2.1,2632,1,1.02665006945377,0.452177154,3,2,5,8,2,70
CH,ESS1-7e01,1.0,08.12.2016,41769,ESS7e02_1,7,2.1,2634,1,1.13118761726617,0.452177154,2,3,3,6,2,16
CH,ESS1-7e01,1.0,08.12.2016,41770,ESS7e02_1,7,2.1,2635,1,1.11121361895588,0.452177154,1,3,5,8,1,35
CH,ESS1-7e01,1.0,08.12.2016,41771,ESS7e02_1,7,2.1,2639,1,1.1382743625012,0.452177154,3,2,5,7,2,60
CH,ESS1-7e01,1.0,08.12.2016,41772,ESS7e02_1,7,2.1,2640,1,1.13118761726617,0.452177154,66,2,8,9,2,18
CH,ESS1-7e01,1.0,08.12.2016,41773,ESS7e02_1,7,2.1,2641,1,1.1382743625012,0.452177154,0,4,2,6,2,75
CH,ESS1-7e01,1.0,08.12.2016,41774,ESS7e02_1,7,2.1,2642,1,0.99292491158611,0.452177154,3,1,3,8,1,60
CH,ESS1-7e01,1.0,08.12.2016,41775,ESS7e02_1,7,2.1,2643,1,1.1382743625012,0.452177154,2,2,7,7,2,63
CH,ESS1-7e01,1.0,08.12.2016,41776,ESS7e02_1,7,2.1,2644,1,0.99292491158611,0.452177154,1,4,7,10,1,78
CH,ESS1-7e01,1.0,08.12.2016,41777,ESS7e02_1,7,2.1,2645,1,1.1382743625012,0.452177154,1,2,5,8,2,56
CH,ESS1-7e01,1.0,08.12.2016,41778,ESS7e02_1,7,2.1,2647,1,1.11121361895588,0.452177154,1,3,7,9,1,41
CH,ESS1-7e01,1.0,08.12.2016,41779,ESS7e02_1,7,2.1,2648,1,1.13118761726617,0.452177154,1,3,7,8,2,32
CH,ESS1-7e01,1.0,08.12.2016,41780,ESS7e02_1,7,2.1,2651,1,1.02665006945377,0.452177154,2,1,7,8,2,62
CH,ESS1-7e01,1.0,08.12.2016,41781,ESS7e02_1,7,2.1,2652,1,1.00224302388065,0.452177154,1,2,3,3,1,42
CH,ESS1-7e01,1.0,08.12.2016,41782,ESS7e02_1,7,2.1,2654,1,0.972388696626081,0.452177154,0,2,5,8,2,49
CH,ESS1-7e01,1.0,08.12.2016,41783,ESS7e02_1,7,2.1,2657,1,1.02025828226482,0.452177154,1,2,6,8,2,23
CH,ESS1-7e01,1.0,08.12.2016,41784,ESS7e02_1,7,2.1,2663,1,1.00224302388065,0.452177154,1,2,88,10,1,53
CH,ESS1-7e01,1.0,08.12.2016,41785,ESS7e02_1,7,2.1,2665,1,0.895554238085709,0.452177154,3,2,8,8,1,77
CH,ESS1-7e01,1.0,08.12.2016,41786,ESS7e02_1,7,2.1,2666,1,1.02665006945377,0.452177154,2,2,7,10,2,74
CH,ESS1-7e01,1.0,08.12.2016,41787,ESS7e02_1,7,2.1,2668,1,0.895554238085709,0.452177154,2,2,9,8,1,60
CH,ESS1-7e01,1.0,08.12.2016,41788,ESS7e02_1,7,2.1,2669,1,0.895554238085709,0.452177154,2,1,5,7,1,65
CH,ESS1-7e01,1.0,08.12.2016,41789,ESS7e02_1,7,2.1,2670,1,1.02025828226482,0.452177154,1,3,4,3,2,29
CH,ESS1-7e01,1.0,08.12.2016,41790,ESS7e02_1,7,2.1,2671,1,1.03062553025983,0.452177154,1,4,5,9,1,31
CH,ESS1-7e01,1.0,08.12.2016,41791,ESS7e02_1,7,2.1,2672,1,1.02665006945377,0.452177154,2,1,5,4,2,68
CH,ESS1-7e01,1.0,08.12.2016,41792,ESS7e02_1,7,2.1,2673,1,1.02665006945377,0.452177154,1,2,5,4,2,81
CH,ESS1-7e01,1.0,08.12.2016,41793,ESS7e02_1,7,2.1,2674,1,1.02665006945377,0.452177154,3,2,5,8,2,58
CH,ESS1-7e01,1.0,08.12.2016,41794,ESS7e02_1,7,2.1,2675,1,0.972388696626081,0.452177154,1,4,10,8,2,38
CH,ESS1-7e01,1.0,08.12.2016,41795,ESS7e02_1,7,2.1,2676,1,1.00224302388065,0.452177154,66,3,5,5,1,47
CH,ESS1-7e01,1.0,08.12.2016,41796,ESS7e02_1,7,2.1,2679,1,0.972388696626081,0.452177154,0,3,5,10,2,41
CH,ESS1-7e01,1.0,08.12.2016,41797,ESS7e02_1,7,2.1,2680,1,1.02025828226482,0.452177154,1,2,6,8,2,24
CH,ESS1-7e01,1.0,08.12.2016,41798,ESS7e02_1,7,2.1,2683,1,0.865708673695011,0.452177154,2,1,8,9,1,20
CH,ESS1-7e01,1.0,08.12.2016,41799,ESS7e02_1,7,2.1,2684,1,0.862369351311959,0.452177154,2,2,3,8,2,75
CH,ESS1-7e01,1.0,08.12.2016,41800,ESS7e02_1,7,2.1,2685,1,0.85700035408899,0.452177154,1,1,10,10,2,25
CH,ESS1-7e01,1.0,08.12.2016,41801,ESS7e02_1,7,2.1,2687,1,0.816790681150659,0.452177154,0,3,8,9,2,41
CH,ESS1-7e01,1.0,08.12.2016,41802,ESS7e02_1,7,2.1,2689,1,0.862369351311959,0.452177154,2,2,8,7,2,75
CH,ESS1-7e01,1.0,08.12.2016,41803,ESS7e02_1,7,2.1,2691,1,0.752250986330281,0.452177154,1,2,7,9,1,66
CH,ESS1-7e01,1.0,08.12.2016,41804,ESS7e02_1,7,2.1,2693,1,0.841867830214778,0.452177154,1,2,6,8,1,35
CH,ESS1-7e01,1.0,08.12.2016,41805,ESS7e02_1,7,2.1,2694,1,0.865708673695011,0.452177154,1,2,6,8,1,29
CH,ESS1-7e01,1.0,08.12.2016,41806,ESS7e02_1,7,2.1,2699,1,1.13118761726617,0.452177154,1,2,6,9,2,25
CH,ESS1-7e01,1.0,08.12.2016,41807,ESS7e02_1,7,2.1,2700,1,1.0781133286674,0.452177154,1,4,88,6,2,41
CH,ESS1-7e01,1.0,08.12.2016,41808,ESS7e02_1,7,2.1,2702,1,1.1382743625012,0.452177154,3,1,5,10,2,77
CH,ESS1-7e01,1.0,08.12.2016,41809,ESS7e02_1,7,2.1,2707,1,0.99292491158611,0.452177154,2,2,4,7,1,84
CH,ESS1-7e01,1.0,08.12.2016,41810,ESS7e02_1,7,2.1,2711,1,1.0781133286674,0.452177154,66,3,7,9,2,42
CH,ESS1-7e01,1.0,08.12.2016,41811,ESS7e02_1,7,2.1,2712,1,1.1382743625012,0.452177154,1,2,4,8,2,74
CH,ESS1-7e01,1.0,08.12.2016,41812,ESS7e02_1,7,2.1,2713,1,1.13118761726617,0.452177154,0,4,88,88,2,28
CH,ESS1-7e01,1.0,08.12.2016,41813,ESS7e02_1,7,2.1,2714,1,1.13118761726617,0.452177154,0,4,88,3,2,25
CH,ESS1-7e01,1.0,08.12.2016,41814,ESS7e02_1,7,2.1,2716,1,1.14268206211503,0.452177154,66,2,9,10,1,18
CH,ESS1-7e01,1.0,08.12.2016,41815,ESS7e02_1,7,2.1,2720,1,1.14268206211503,0.452177154,66,2,8,9,1,20
CH,ESS1-7e01,1.0,08.12.2016,41816,ESS7e02_1,7,2.1,2723,1,0.99292491158611,0.452177154,2,1,4,9,1,61
CH,ESS1-7e01,1.0,08.12.2016,41817,ESS7e02_1,7,2.1,2725,1,1.1382743625012,0.452177154,1,2,7,8,2,75
CH,ESS1-7e01,1.0,08.12.2016,41818,ESS7e02_1,7,2.1,2728,1,1.14268206211503,0.452177154,1,2,7,8,1,28
CH,ESS1-7e01,1.0,08.12.2016,41819,ESS7e02_1,7,2.1,2729,1,1.14268206211503,0.452177154,1,2,7,8,1,31
CH,ESS1-7e01,1.0,08.12.2016,41820,ESS7e02_1,7,2.1,2730,1,1.11121361895588,0.452177154,2,3,8,9,1,54
CH,ESS1-7e01,1.0,08.12.2016,41821,ESS7e02_1,7,2.1,2732,1,0.99292491158611,0.452177154,1,4,10,10,1,84
CH,ESS1-7e01,1.0,08.12.2016,41822,ESS7e02_1,7,2.1,2735,1,1.1382743625012,0.452177154,3,2,6,8,2,66
CH,ESS1-7e01,1.0,08.12.2016,41823,ESS7e02_1,7,2.1,2738,1,0.841867830214778,0.452177154,2,2,6,9,1,49
CH,ESS1-7e01,1.0,08.12.2016,41824,ESS7e02_1,7,2.1,2741,1,0.841867830214778,0.452177154,1,2,8,8,1,39
CH,ESS1-7e01,1.0,08.12.2016,41825,ESS7e02_1,7,2.1,2745,1,0.865708673695011,0.452177154,1,4,10,10,1,34
CH,ESS1-7e01,1.0,08.12.2016,41826,ESS7e02_1,7,2.1,2747,1,0.865708673695011,0.452177154,66,3,8,9,1,30
CH,ESS1-7e01,1.0,08.12.2016,41827,ESS7e02_1,7,2.1,2748,1,0.841867830214778,0.452177154,1,2,5,9,1,50
CH,ESS1-7e01,1.0,08.12.2016,41828,ESS7e02_1,7,2.1,2749,1,0.816790681150659,0.452177154,1,1,7,9,2,47
CH,ESS1-7e01,1.0,08.12.2016,41829,ESS7e02_1,7,2.1,2750,1,0.85700035408899,0.452177154,1,2,8,9,2,24
CH,ESS1-7e01,1.0,08.12.2016,41830,ESS7e02_1,7,2.1,2752,1,0.862369351311959,0.452177154,66,3,88,9,2,61
CH,ESS1-7e01,1.0,08.12.2016,41831,ESS7e02_1,7,2.1,2753,1,0.85700035408899,0.452177154,1,3,88,7,2,18
CH,ESS1-7e01,1.0,08.12.2016,41832,ESS7e02_1,7,2.1,2755,1,0.85700035408899,0.452177154,1,3,5,9,2,29
CH,ESS1-7e01,1.0,08.12.2016,41833,ESS7e02_1,7,2.1,2756,1,0.85700035408899,0.452177154,1,3,7,8,2,18
CH,ESS1-7e01,1.0,08.12.2016,41834,ESS7e02_1,7,2.1,2757,1,0.841867830214778,0.452177154,0,1,7,7,1,37
CH,ESS1-7e01,1.0,08.12.2016,41835,ESS7e02_1,7,2.1,2764,1,0.862369351311959,0.452177154,2,2,8,8,2,73
CH,ESS1-7e01,1.0,08.12.2016,41836,ESS7e02_1,7,2.1,2765,1,0.816790681150659,0.452177154,1,3,5,7,2,39
CH,ESS1-7e01,1.0,08.12.2016,41837,ESS7e02_1,7,2.1,2769,1,0.752250986330281,0.452177154,2,2,6,0,1,89
CH,ESS1-7e01,1.0,08.12.2016,41838,ESS7e02_1,7,2.1,2771,1,0.752250986330281,0.452177154,1,1,7,4,1,61
CH,ESS1-7e01,1.0,08.12.2016,41839,ESS7e02_1,7,2.1,2772,1,0.865708673695011,0.452177154,1,2,4,9,1,21
CH,ESS1-7e01,1.0,08.12.2016,41840,ESS7e02_1,7,2.1,2773,1,0.862369351311959,0.452177154,66,1,8,8,2,78
CH,ESS1-7e01,1.0,08.12.2016,41841,ESS7e02_1,7,2.1,2774,1,0.862369351311959,0.452177154,1,2,6,7,2,56
CH,ESS1-7e01,1.0,08.12.2016,41842,ESS7e02_1,7,2.1,2775,1,0.865708673695011,0.452177154,0,3,0,7,1,34
